config_name,split,candidate_id,expert_priority_score,expert_queue,priority_score,priority_queue,absolute_error
E1_zdna_only,train,ZFR_0168,61.3,C_manualna_kuracia,91.96,A_validovat,30.66
E1_zdna_only,train,ZFR_0169,89.5,A_validovat,79.47,B_prioritne_preskumat,10.03
E1_zdna_only,train,ZFR_0170,77.3,B_prioritne_preskumat,72.8,B_prioritne_preskumat,4.5
E1_zdna_only,train,ZFR_0171,56.0,C_manualna_kuracia,66.63,B_prioritne_preskumat,10.63
E1_zdna_only,train,ZFR_0172,65.4,B_prioritne_preskumat,65.79,B_prioritne_preskumat,0.39
E1_zdna_only,train,ZFR_0173,70.8,B_prioritne_preskumat,58.59,C_manualna_kuracia,12.21
E1_zdna_only,train,ZFR_0174,61.9,C_manualna_kuracia,62.01,C_manualna_kuracia,0.11
E1_zdna_only,train,ZFR_0175,86.0,A_validovat,46.3,C_manualna_kuracia,39.7
E1_zdna_only,train,ZFR_0176,59.4,C_manualna_kuracia,80.48,B_prioritne_preskumat,21.08
E1_zdna_only,train,ZFR_0177,90.8,A_validovat,48.77,C_manualna_kuracia,42.03
E1_zdna_only,train,ZFR_0178,76.1,B_prioritne_preskumat,62.92,C_manualna_kuracia,13.18
E1_zdna_only,train,ZFR_0179,37.0,D_odlozit,74.12,B_prioritne_preskumat,37.12
E1_zdna_only,train,ZFR_0180,52.2,C_manualna_kuracia,39.91,D_odlozit,12.29
E1_zdna_only,train,ZFR_0181,88.5,A_validovat,86.71,A_validovat,1.79
E1_zdna_only,train,ZFR_0182,56.2,C_manualna_kuracia,44.27,D_odlozit,11.93
E1_zdna_only,train,ZFR_0183,79.8,B_prioritne_preskumat,46.47,C_manualna_kuracia,33.33
E1_zdna_only,train,ZFR_0184,62.9,C_manualna_kuracia,70.06,B_prioritne_preskumat,7.16
E1_zdna_only,train,ZFR_0185,91.0,A_validovat,57.33,C_manualna_kuracia,33.67
E1_zdna_only,train,ZFR_0186,79.6,B_prioritne_preskumat,70.5,B_prioritne_preskumat,9.1
E1_zdna_only,train,ZFR_0187,39.5,D_odlozit,80.08,B_prioritne_preskumat,40.58
E1_zdna_only,train,ZFR_0188,68.8,B_prioritne_preskumat,51.46,C_manualna_kuracia,17.34
E1_zdna_only,train,ZFR_0189,69.4,B_prioritne_preskumat,86.93,A_validovat,17.53
E1_zdna_only,train,ZFR_0190,71.4,B_prioritne_preskumat,78.93,B_prioritne_preskumat,7.53
E1_zdna_only,train,ZFR_0191,90.5,A_validovat,58.48,C_manualna_kuracia,32.02
E1_zdna_only,train,ZFR_0192,65.8,B_prioritne_preskumat,90.5,A_validovat,24.7
E1_zdna_only,validation,ZFR_0193,83.1,A_validovat,74.92,B_prioritne_preskumat,8.18
E1_zdna_only,validation,ZFR_0194,76.2,B_prioritne_preskumat,71.5,B_prioritne_preskumat,4.7
E1_zdna_only,validation,ZFR_0195,54.3,C_manualna_kuracia,80.1,B_prioritne_preskumat,25.8
E1_zdna_only,validation,ZFR_0196,73.1,B_prioritne_preskumat,64.78,C_manualna_kuracia,8.32
E1_zdna_only,validation,ZFR_0197,77.1,B_prioritne_preskumat,60.34,C_manualna_kuracia,16.76
E1_zdna_only,validation,ZFR_0198,53.5,C_manualna_kuracia,44.31,D_odlozit,9.19
E1_zdna_only,validation,ZFR_0199,84.5,A_validovat,68.53,B_prioritne_preskumat,15.97
E1_zdna_only,validation,ZFR_0200,54.4,C_manualna_kuracia,67.64,B_prioritne_preskumat,13.24
E1_zdna_only,validation,ZFR_0201,82.1,A_validovat,59.58,C_manualna_kuracia,22.52
E1_zdna_only,validation,ZFR_0202,81.0,B_prioritne_preskumat,62.23,C_manualna_kuracia,18.77
E1_zdna_only,validation,ZFR_0203,39.6,D_odlozit,81.72,B_prioritne_preskumat,42.12
E1_zdna_only,validation,ZFR_0204,65.6,B_prioritne_preskumat,50.54,C_manualna_kuracia,15.06
E1_zdna_only,validation,ZFR_0205,78.7,B_prioritne_preskumat,76.08,B_prioritne_preskumat,2.62
E1_zdna_only,validation,ZFR_0206,57.8,C_manualna_kuracia,41.81,D_odlozit,15.99
E1_zdna_only,validation,ZFR_0207,94.6,A_validovat,71.49,B_prioritne_preskumat,23.11
E1_zdna_only,validation,ZFR_0208,51.2,C_manualna_kuracia,92.64,A_validovat,41.44
E1_zdna_only,validation,ZFR_0209,88.3,A_validovat,51.08,C_manualna_kuracia,37.22
E1_zdna_only,validation,ZFR_0210,86.7,A_validovat,82.37,A_validovat,4.33
E1_zdna_only,validation,ZFR_0211,47.1,C_manualna_kuracia,92.89,A_validovat,45.79
E1_zdna_only,validation,ZFR_0212,61.3,C_manualna_kuracia,69.89,B_prioritne_preskumat,8.59
E1_zdna_only,validation,ZFR_0213,79.9,B_prioritne_preskumat,83.86,A_validovat,3.96
E1_zdna_only,validation,ZFR_0214,51.3,C_manualna_kuracia,39.09,D_odlozit,12.21
E1_zdna_only,validation,ZFR_0215,89.3,A_validovat,69.34,B_prioritne_preskumat,19.96
E1_zdna_only,validation,ZFR_0216,46.4,C_manualna_kuracia,88.75,A_validovat,42.35
E1_zdna_only,validation,ZFR_0217,88.2,A_validovat,70.79,B_prioritne_preskumat,17.41
E1_zdna_only,validation,ZFR_0218,77.9,B_prioritne_preskumat,61.08,C_manualna_kuracia,16.82
E1_zdna_only,validation,ZFR_0219,49.2,C_manualna_kuracia,86.44,A_validovat,37.24
E1_zdna_only,validation,ZFR_0220,55.9,C_manualna_kuracia,40.31,D_odlozit,15.59
E1_zdna_only,validation,ZFR_0221,77.6,B_prioritne_preskumat,70.41,B_prioritne_preskumat,7.19
E1_zdna_only,validation,ZFR_0222,69.4,B_prioritne_preskumat,70.69,B_prioritne_preskumat,1.29
E1_zdna_only,validation,ZFR_0223,79.3,B_prioritne_preskumat,55.52,C_manualna_kuracia,23.78
E1_zdna_only,validation,ZFR_0224,48.2,C_manualna_kuracia,71.77,B_prioritne_preskumat,23.57
E1_zdna_only,validation,ZFR_0225,98.5,A_validovat,69.26,B_prioritne_preskumat,29.24
E1_zdna_only,validation,ZFR_0226,87.4,A_validovat,85.3,A_validovat,2.1
E1_zdna_only,validation,ZFR_0227,38.0,D_odlozit,71.74,B_prioritne_preskumat,33.74
E1_zdna_only,validation,ZFR_0228,64.7,C_manualna_kuracia,62.1,C_manualna_kuracia,2.6
E1_zdna_only,validation,ZFR_0229,92.7,A_validovat,93.23,A_validovat,0.53
E1_zdna_only,validation,ZFR_0230,60.8,C_manualna_kuracia,47.12,C_manualna_kuracia,13.68
E1_zdna_only,validation,ZFR_0231,96.4,A_validovat,84.2,A_validovat,12.2
E1_zdna_only,validation,ZFR_0232,69.8,B_prioritne_preskumat,89.33,A_validovat,19.53
E1_zdna_only,validation,ZFR_0233,83.5,A_validovat,85.2,A_validovat,1.7
E1_zdna_only,validation,ZFR_0234,80.9,B_prioritne_preskumat,57.48,C_manualna_kuracia,23.42
E1_zdna_only,validation,ZFR_0235,67.0,B_prioritne_preskumat,80.05,B_prioritne_preskumat,13.05
E1_zdna_only,validation,ZFR_0236,59.3,C_manualna_kuracia,56.26,C_manualna_kuracia,3.04
E1_zdna_only,validation,ZFR_0237,83.2,A_validovat,75.38,B_prioritne_preskumat,7.82
E1_zdna_only,validation,ZFR_0238,75.8,B_prioritne_preskumat,69.28,B_prioritne_preskumat,6.52
E1_zdna_only,validation,ZFR_0239,100.0,A_validovat,64.95,C_manualna_kuracia,35.05
E1_zdna_only,validation,ZFR_0240,52.0,C_manualna_kuracia,89.81,A_validovat,37.81
E1_zdna_only,validation,ZFR_0241,83.1,A_validovat,61.29,C_manualna_kuracia,21.81
E1_zdna_only,validation,ZFR_0242,77.7,B_prioritne_preskumat,68.89,B_prioritne_preskumat,8.81
E1_zdna_only,validation,ZFR_0243,61.6,C_manualna_kuracia,87.88,A_validovat,26.28
E1_zdna_only,validation,ZFR_0244,63.4,C_manualna_kuracia,65.46,B_prioritne_preskumat,2.06
E1_zdna_only,validation,ZFR_0245,74.1,B_prioritne_preskumat,55.07,C_manualna_kuracia,19.03
E1_zdna_only,validation,ZFR_0246,68.9,B_prioritne_preskumat,49.88,C_manualna_kuracia,19.02
E1_zdna_only,validation,ZFR_0247,95.8,A_validovat,54.17,C_manualna_kuracia,41.63
E1_zdna_only,validation,ZFR_0248,75.9,B_prioritne_preskumat,92.53,A_validovat,16.63
E1_zdna_only,validation,ZFR_0249,92.2,A_validovat,47.7,C_manualna_kuracia,44.5
E1_zdna_only,validation,ZFR_0250,80.0,B_prioritne_preskumat,60.13,C_manualna_kuracia,19.87
E1_zdna_only,validation,ZFR_0251,49.8,C_manualna_kuracia,82.88,A_validovat,33.08
E1_zdna_only,validation,ZFR_0252,62.9,C_manualna_kuracia,45.67,C_manualna_kuracia,17.23
E1_zdna_only,validation,ZFR_0253,81.3,B_prioritne_preskumat,73.38,B_prioritne_preskumat,7.92
E1_zdna_only,validation,ZFR_0254,71.8,B_prioritne_preskumat,72.17,B_prioritne_preskumat,0.37
E1_zdna_only,validation,ZFR_0255,78.0,B_prioritne_preskumat,59.8,C_manualna_kuracia,18.2
E1_zdna_only,validation,ZFR_0256,42.4,D_odlozit,86.57,A_validovat,44.17
E1_zdna_only,test,ZFR_0257,77.6,B_prioritne_preskumat,49.02,C_manualna_kuracia,28.58
E1_zdna_only,test,ZFR_0258,85.3,A_validovat,56.23,C_manualna_kuracia,29.07
E1_zdna_only,test,ZFR_0259,49.0,C_manualna_kuracia,73.62,B_prioritne_preskumat,24.62
E1_zdna_only,test,ZFR_0260,54.0,C_manualna_kuracia,63.38,C_manualna_kuracia,9.38
E1_zdna_only,test,ZFR_0261,80.0,B_prioritne_preskumat,56.77,C_manualna_kuracia,23.23
E1_zdna_only,test,ZFR_0262,62.0,C_manualna_kuracia,59.08,C_manualna_kuracia,2.92
E1_zdna_only,test,ZFR_0263,79.1,B_prioritne_preskumat,68.27,B_prioritne_preskumat,10.83
E1_zdna_only,test,ZFR_0264,35.2,D_odlozit,78.81,B_prioritne_preskumat,43.61
E1_zdna_only,test,ZFR_0265,88.4,A_validovat,77.14,B_prioritne_preskumat,11.26
E1_zdna_only,test,ZFR_0266,89.2,A_validovat,78.85,B_prioritne_preskumat,10.35
E1_zdna_only,test,ZFR_0267,72.3,B_prioritne_preskumat,88.21,A_validovat,15.91
E1_zdna_only,test,ZFR_0268,52.7,C_manualna_kuracia,45.67,C_manualna_kuracia,7.03
E1_zdna_only,test,ZFR_0269,62.7,C_manualna_kuracia,57.82,C_manualna_kuracia,4.88
E1_zdna_only,test,ZFR_0270,69.9,B_prioritne_preskumat,48.93,C_manualna_kuracia,20.97
E1_zdna_only,test,ZFR_0271,80.5,B_prioritne_preskumat,53.91,C_manualna_kuracia,26.59
